,4n,8n,16n,32n,4nt,32nt,8nt,16nt
4n,0.0,0.48131751364953734,0.6569042276221781,0.891888069418579,15.110548616364278,17.154160311042226,17.591938938827045,19.148275172543453
8n,0.48131751364953734,0.0,0.6852011570795504,0.9324155618926186,15.06376162772313,17.15813659747018,17.57308753755617,19.156908061513302
16n,0.6569042276221781,0.6852011570795504,0.0,0.9682607459271559,15.03794860421686,17.17631235335503,17.50431597224503,19.070063123429332
32n,0.891888069418579,0.9324155618926186,0.9682607459271559,0.0,15.044986014376487,17.09891193183154,17.490678840049753,19.05361599672539
4nt,15.110548616364278,15.06376162772313,15.03794860421686,15.044986014376487,0.0,19.06877784028267,11.28748463668571,14.887679404111626
32nt,17.154160311042226,17.15813659747018,17.17631235335503,17.09891193183154,19.06877784028267,0.0,18.535640440625414,19.638546029443162
8nt,17.591938938827045,17.57308753755617,17.50431597224503,17.490678840049753,11.28748463668571,18.535640440625414,0.0,10.100455260218963
16nt,19.148275172543453,19.156908061513302,19.070063123429332,19.05361599672539,14.887679404111626,19.638546029443162,10.100455260218963,0.0
