,4n,4nt,8n,8nt,16n,16nt,32n,32nt
4n,0.0,0.2619221793106878,0.38274890794490535,0.86639203716988,0.90357874577866,1.3186415867070793,1.55044800542576,2.002774858928122
4nt,0.2619221793106878,0.0,0.5608368096040519,0.7275278770937565,1.0312655892511675,1.236308016694745,1.6381501162716254,1.9598639023680589
8n,0.38274890794490535,0.5608368096040519,0.0,0.9522967798563228,0.5783449330721778,1.2785515451406206,1.302727180555625,1.8888163692750597
8nt,0.86639203716988,0.7275278770937565,0.9522967798563228,0.0,1.2563340643212155,0.6765439705125724,1.7728203726702108,1.5502082151268444
16n,0.90357874577866,1.0312655892511675,0.5783449330721778,1.2563340643212155,0.0,1.4088839935926478,0.8136947130702623,1.8146712242180338
16nt,1.3186415867070793,1.236308016694745,1.2785515451406206,0.6765439705125724,1.4088839935926478,0.0,1.8201347018495022,0.9756543274664118
32n,1.55044800542576,1.6381501162716254,1.302727180555625,1.7728203726702108,0.8136947130702623,1.8201347018495022,0.0,1.9735164073314917
32nt,2.002774858928122,1.9598639023680589,1.8888163692750597,1.5502082151268444,1.8146712242180338,0.9756543274664118,1.9735164073314917,0.0
