,6/4,9/4,12/8,3/4,6/8,2/4,5/4,7/4,12/4,9/8,2/2,4/4,7/8,5/8
6/4,0.0,0.39968556162363067,0.47861793700640326,0.6390281719327301,0.7358317833287117,0.8422062190824534,0.8642078005216504,0.8666512467689604,0.9178152456875875,0.9382226669709148,0.9793272886944041,0.9793272886944041,1.0813346887088815,1.081466844281392
9/4,0.39968556162363067,0.0,0.6374291137888402,0.6385119693339508,0.7379838133712118,0.8750964606892008,0.8504890852576493,0.8639303179444312,1.1537106893286961,0.8849017564446927,1.073629668142576,1.073629668142576,1.07701095509979,1.0683015934019662
12/8,0.47861793700640326,0.6374291137888402,0.0,0.9246458469814107,0.6696423389076898,1.1269124438945834,1.1377645916950603,1.139675432255324,0.8969738840542739,0.8556871997650715,1.2802040909958925,1.2802040909958925,1.2080245851389662,1.207479404625368
3/4,0.6390281719327301,0.6385119693339508,0.9246458469814107,0.0,0.5673312421773511,0.3278551527953735,0.3482017305426329,0.3567185381349066,1.4887604469537363,0.7042037034979899,0.7808585109320324,0.7808585109320324,0.5775099745284954,0.5729916088717013
6/8,0.7358317833287117,0.7379838133712118,0.6696423389076898,0.5673312421773511,0.0,0.743087832623007,0.7369892075803461,0.7422473701266755,1.456312003638819,0.30453983461398626,1.1076367221212904,1.1076367221212904,0.65546483381469,0.6463896757764869
2/4,0.8422062190824534,0.8750964606892008,1.1269124438945834,0.3278551527953735,0.743087832623007,0.0,0.35062914006168744,0.3566170839176929,1.6136071788100435,0.8137409931192062,0.5713625498910355,0.5713625498910355,0.5701151230850959,0.5687515443763678
5/4,0.8642078005216504,0.8504890852576493,1.1377645916950603,0.3482017305426329,0.7369892075803461,0.35062914006168744,0.0,0.37732880591959905,1.648587715676394,0.8005386696379058,0.7908579820928363,0.7908579820928363,0.5852483043836048,0.5215003231176772
7/4,0.8666512467689604,0.8639303179444312,1.139675432255324,0.3567185381349066,0.7422473701266755,0.3566170839176929,0.37732880591959905,0.0,1.6509357310260633,0.8120146588472341,0.793012258147808,0.793012258147808,0.5527134941520594,0.5878618572430745
12/4,0.9178152456875875,1.1537106893286961,0.8969738840542739,1.4887604469537363,1.456312003638819,1.6136071788100435,1.648587715676394,1.6509357310260633,0.0,1.6052474740371598,1.5239735416949591,1.5239735416949591,1.808727075577081,1.8130633808584724
9/8,0.9382226669709148,0.8849017564446927,0.8556871997650715,0.7042037034979899,0.30453983461398626,0.8137409931192062,0.8005386696379058,0.8120146588472341,1.6052474740371598,0.0,1.1797742588723776,1.1797742588723776,0.6501652454645972,0.6459772190644764
2/2,0.9793272886944041,1.073629668142576,1.2802040909958925,0.7808585109320324,1.1076367221212904,0.5713625498910355,0.7908579820928363,0.793012258147808,1.5239735416949591,1.1797742588723776,0.0,0.0,1.0353574208397751,1.0340631848071955
4/4,0.9793272886944041,1.073629668142576,1.2802040909958925,0.7808585109320324,1.1076367221212904,0.5713625498910355,0.7908579820928363,0.793012258147808,1.5239735416949591,1.1797742588723776,0.0,0.0,1.0353574208397751,1.0340631848071955
7/8,1.0813346887088815,1.07701095509979,1.2080245851389662,0.5775099745284954,0.65546483381469,0.5701151230850959,0.5852483043836048,0.5527134941520594,1.808727075577081,0.6501652454645972,1.0353574208397751,1.0353574208397751,0.0,0.3003589447482924
5/8,1.081466844281392,1.0683015934019662,1.207479404625368,0.5729916088717013,0.6463896757764869,0.5687515443763678,0.5215003231176772,0.5878618572430745,1.8130633808584724,0.6459772190644764,1.0340631848071955,1.0340631848071955,0.3003589447482924,0.0
