Meter,2/2,2/4,3/4,4/4,5/4,6/4,7/4,9/4,12/4,5/8,6/8,7/8,9/8,12/8,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c12,c14,c16
6/8,16.353206557271825,16.427084826636968,19.138310024481502,16.353206557271825,35.55850362997119,14.09983663424629,25.62511733122233,17.304401555270093,17.749168896501704,21.092569834596933,0.0,36.06434781931511,14.959413871831158,12.524315356422848,16.443057672920688,16.443057672920688,18.784284473758003,16.443057672920688,28.052635833360025,10.528083137635672,30.63888847172826,16.443057672920688,22.822836755632053,23.798733263906684,5.8070384362021255,30.51345852082349,16.443057672920688
7/8,34.010535245597595,34.057016770868444,30.69617890438257,34.010535245597595,43.07658936140947,36.50422715655989,37.18389094757981,38.67192816632699,37.53756644426048,37.83840210519596,36.06434781931511,0.0,37.222109712419005,37.173356518992804,34.0630603144222,34.0630603144222,42.709933591496714,34.0630603144222,36.3594486648893,38.73330130886836,27.72526185174165,34.0630603144222,42.133524920864495,39.474012432309316,34.021245085667665,30.24128743427632,34.0630603144222
9/8,18.594701189755288,18.593341538180585,24.481799478143923,18.594701189755288,36.584387410995475,23.000457607124755,29.510552349524016,21.70201885681352,24.246145903897418,24.530438325091687,14.959413871831158,37.222109712419005,0.0,20.705711544837758,18.603997672383628,18.603997672383628,21.41791435227951,18.603997672383628,29.625766966020596,14.821969685768602,32.35514061111361,18.603997672383628,23.538955427190558,26.612287277197513,16.46878755693057,32.52758927465076,18.603997672383628
12/8,17.850828662621215,17.94303323255838,22.957099465957935,17.850828662621215,36.915252557914904,9.637393043132661,24.828645223407875,20.060721408527883,14.2321979164725,25.55795116789392,12.524315356422848,37.173356518992804,20.705711544837758,0.0,17.931504801074638,17.931504801074638,21.599640050393543,17.931504801074638,29.24615296504214,17.619181300923326,30.17492780777424,17.931504801074638,24.906474248166017,26.896909719993904,12.51282266534468,30.068494311133097,17.931504801074638
c1,0.5984002533353978,0.42247283489375725,28.523596276963243,0.5984002533353978,35.14326771784524,18.50200164121698,25.347988238011173,19.934063089033614,17.274858561808653,18.457004285366466,16.443057672920688,34.0630603144222,18.603997672383628,17.931504801074638,0.0,0.0,16.738726381615233,0.0,19.78897525928905,18.63718150838853,20.17091388554113,0.0,19.21418459441485,19.683490606496733,16.688555934928594,19.87693641336885,0.0
c2,0.5984002533353978,0.42247283489375725,28.523596276963243,0.5984002533353978,35.14326771784524,18.50200164121698,25.347988238011173,19.934063089033614,17.274858561808653,18.457004285366466,16.443057672920688,34.0630603144222,18.603997672383628,17.931504801074638,0.0,0.0,16.738726381615233,0.0,19.78897525928905,18.63718150838853,20.17091388554113,0.0,19.21418459441485,19.683490606496733,16.688555934928594,19.87693641336885,0.0
c3,16.713855198491018,16.71166713629612,29.270809188141307,16.713855198491018,38.96976251498342,22.508173060087884,28.49227524949842,23.985603366378804,22.610055528103516,23.64756809627998,18.784284473758003,42.709933591496714,21.41791435227951,21.599640050393543,16.738726381615233,16.738726381615233,0.0,16.738726381615233,31.728530519252132,20.42035224833365,29.38190629258264,16.738726381615233,16.738726381615237,25.594823541534836,20.48020777421953,28.854365045899932,16.738726381615233
c4,0.5984002533353978,0.42247283489375725,28.523596276963243,0.5984002533353978,35.14326771784524,18.50200164121698,25.347988238011173,19.934063089033614,17.274858561808653,18.457004285366466,16.443057672920688,34.0630603144222,18.603997672383628,17.931504801074638,0.0,0.0,16.738726381615233,0.0,19.78897525928905,18.63718150838853,20.17091388554113,0.0,19.21418459441485,19.683490606496733,16.688555934928594,19.87693641336885,0.0
c5,19.815889203039955,19.811590330682883,35.305068275911275,19.815889203039955,38.089778718032335,28.678815123714852,33.14694532067717,29.360029410173688,27.258952803723812,22.846127937994932,28.052635833360025,36.3594486648893,29.625766966020596,29.24615296504214,19.78897525928905,19.78897525928905,31.728530519252132,19.78897525928905,0.0,30.337116052808682,24.759805561018098,19.78897525928905,28.8824101171302,24.10545496592286,27.50120482718456,24.433883919885247,19.78897525928905
c6,18.578506662781944,18.617480552722668,24.51779475602692,18.578506662781944,34.30162867422132,19.426713822445752,27.72584539043654,21.495676523734478,21.433103355061352,21.96947311156521,10.528083137635672,38.73330130886836,14.821969685768602,17.619181300923326,18.63718150838853,18.63718150838853,20.42035224833365,18.63718150838853,30.337116052808682,0.0,33.247129157389494,18.63718150838853,24.93059329106275,23.951424922399063,14.4253452291444,33.09028661041089,18.63718150838853
c7,20.179666999028427,20.179980264520697,34.64228986532866,20.179666999028427,38.670759656904245,29.268533991360442,31.648585408543887,31.114892768161656,27.839941826150245,28.11021559062483,30.63888847172826,27.72526185174165,32.35514061111361,30.17492780777424,20.17091388554113,20.17091388554113,29.38190629258264,20.17091388554113,24.759805561018098,33.247129157389494,0.0,20.17091388554113,28.778021211497816,28.071375646476767,28.856953678932314,14.467877051847013,20.17091388554113
c8,0.5984002533353978,0.42247283489375725,28.523596276963243,0.5984002533353978,35.14326771784524,18.50200164121698,25.347988238011173,19.934063089033614,17.274858561808653,18.457004285366466,16.443057672920688,34.0630603144222,18.603997672383628,17.931504801074638,0.0,0.0,16.738726381615233,0.0,19.78897525928905,18.63718150838853,20.17091388554113,0.0,19.21418459441485,19.683490606496733,16.688555934928594,19.87693641336885,0.0
c9,19.219824339506154,19.21882860437837,30.129349687436587,19.219824339506154,38.66598607978914,25.524025086082233,30.59775840861438,25.504555301258357,25.119790541382994,23.6249386633355,22.822836755632053,42.133524920864495,23.538955427190558,24.906474248166017,19.21418459441485,19.21418459441485,16.738726381615237,19.21418459441485,28.8824101171302,24.93059329106275,28.778021211497816,19.21418459441485,0.0,27.07737767273091,23.509526717077993,28.099258924162903,19.21418459441485
c10,19.70644226936862,19.688023916895983,32.50029463296947,19.70644226936862,28.487850471907297,26.37705327954314,28.954784604490243,26.65234763818275,24.908703127599704,14.474775251288722,23.798733263906684,39.474012432309316,26.612287277197513,26.896909719993904,19.683490606496733,19.683490606496733,25.594823541534836,19.683490606496733,24.10545496592286,23.951424922399063,28.071375646476767,19.683490606496733,27.07737767273091,0.0,23.592604569938164,27.79126434868572,19.683490606496733
c12,16.589661368415243,16.69390255421013,16.949559310352193,16.589661368415243,34.384636601189634,13.447276588709425,25.077354427586794,17.09199415971986,17.744975132146173,21.699889331682517,5.8070384362021255,34.021245085667665,16.46878755693057,12.51282266534468,16.688555934928594,16.688555934928594,20.48020777421953,16.688555934928594,27.50120482718456,14.4253452291444,28.856953678932314,16.688555934928594,23.509526717077993,23.592604569938164,0.0,28.79317227558482,16.688555934928594
c14,19.86751339168723,19.881425614812727,35.212276384286774,19.86751339168723,40.43685051565793,28.926860860298632,31.447723417359708,31.50915417266464,27.568922733226202,27.10116630635744,30.51345852082349,30.24128743427632,32.52758927465076,30.068494311133097,19.87693641336885,19.87693641336885,28.854365045899932,19.87693641336885,24.433883919885247,33.09028661041089,14.467877051847013,19.87693641336885,28.099258924162903,27.79126434868572,28.79317227558482,0.0,19.87693641336885
c16,0.5984002533353978,0.42247283489375725,28.523596276963243,0.5984002533353978,35.14326771784524,18.50200164121698,25.347988238011173,19.934063089033614,17.274858561808653,18.457004285366466,16.443057672920688,34.0630603144222,18.603997672383628,17.931504801074638,0.0,0.0,16.738726381615233,0.0,19.78897525928905,18.63718150838853,20.17091388554113,0.0,19.21418459441485,19.683490606496733,16.688555934928594,19.87693641336885,0.0
