Meter,2/2,2/4,3/4,4/4,5/4,6/4,7/4,9/4,12/4,5/8,6/8,7/8,9/8,12/8,pm18,pm14,pm10,pm12,pm8,pm16
2/2,0.0,0.6843871413472937,28.432970106639296,0.0,66.541033086484,96.88655103907695,99.03911692077037,23.073251396666382,17.298453082751973,70.25375713547841,16.353206557271825,68.64601333328093,18.71223031977708,18.973703499189217,245.5605896859581,129.8338526635875,19.70644226936862,16.589661368415243,0.5984002533353978,0.5984002533353978
2/4,0.6843871413472937,0.0,28.523456686478596,0.6843871413472937,66.57169606220324,96.91181123058229,99.01026284366174,23.226953296490688,17.279784262109146,70.24950251718998,16.427084826636968,68.65400061028147,18.71087920861897,19.060476964587757,245.57471500666253,129.85090897163386,19.688023916895983,16.69390255421013,0.42247283489375725,0.42247283489375725
3/4,28.432970106639296,28.523456686478596,0.0,28.432970106639296,52.95788154685906,93.7224930852163,105.34600276491938,20.59193140664261,27.24092276646472,68.12123674913505,19.138310024481502,75.90720737924106,23.819892269157673,21.51842978442242,237.1322941098855,121.64986512361479,32.50029463296947,16.949559310352193,28.523596276963243,28.523596276963243
4/4,0.0,0.6843871413472937,28.432970106639296,0.0,66.541033086484,96.88655103907695,99.03911692077037,23.073251396666382,17.298453082751973,70.25375713547841,16.353206557271825,68.64601333328093,18.71223031977708,18.973703499189217,245.5605896859581,129.8338526635875,19.70644226936862,16.589661368415243,0.5984002533353978,0.5984002533353978
5/4,66.541033086484,66.57169606220324,52.95788154685906,66.541033086484,0.0,80.21937409290334,143.98772718516446,64.84921498919671,66.46745684851636,54.36141438006295,63.33983271086332,115.16689450201777,63.19952163891531,64.63988519720724,201.01901315792963,92.91740184970347,64.37671812241096,62.43108456975038,66.56973461566977,66.56973461566977
6/4,96.88655103907695,96.91181123058229,93.7224930852163,96.88655103907695,80.21937409290334,0.0,192.55707451717177,96.07111056099109,95.59612015217786,68.82063600238402,95.98675297980469,159.2832013384732,96.7674041621568,96.20724587232432,167.81710955271097,71.35823006965666,98.41108045712828,94.84167866343871,96.89999088107824,96.89999088107824
7/4,99.03911692077037,99.01026284366174,105.34600276491938,99.03911692077037,143.98772718516446,192.55707451717177,0.0,103.28520803712327,100.7357551333643,156.57800517921632,100.29627274830392,50.56370389610529,99.72744672757608,101.06602503353285,333.68627409894117,217.8848587354377,100.62123700415826,101.41844158035813,99.02146244570683,99.02146244570683
9/4,23.073251396666382,23.226953296490688,20.59193140664261,23.073251396666382,64.84921498919671,96.07111056099109,103.28520803712327,0.0,23.16025617402624,72.89617995641822,14.634067190198394,73.24001522798375,25.12976932804655,17.384010904699835,243.4739585178403,127.54415582322517,30.089447849973215,13.136584843896314,23.22380211919291,23.22380211919291
12/4,17.298453082751973,17.279784262109146,27.24092276646472,17.298453082751973,66.46745684851636,95.59612015217786,100.7357551333643,23.16025617402624,0.0,71.75552553342835,17.749168896501704,71.40740173773544,23.97073776295571,19.65724461729065,245.0169630264769,129.3244238351238,24.908703127599704,17.744975132146173,17.274858561808653,17.274858561808653
5/8,70.25375713547841,70.24950251718998,68.12123674913505,70.25375713547841,54.36141438006295,68.82063600238402,156.57800517921632,72.89617995641822,71.75552553342835,0.0,70.91986401896361,129.38364874301067,72.7396298522928,73.33173786365381,181.04261417372132,68.95441319010968,70.0105569458125,71.09453373116379,70.26494426391287,70.26494426391287
6/8,16.353206557271825,16.427084826636968,19.138310024481502,16.353206557271825,63.33983271086332,95.98675297980469,100.29627274830392,14.634067190198394,17.749168896501704,70.91986401896361,0.0,71.98160790976422,13.781546657620135,9.848711697143274,243.5736014616877,127.11292736388668,23.798733263906684,5.8070384362021255,16.443057672920688,16.443057672920688
7/8,68.64601333328093,68.65400061028147,75.90720737924106,68.64601333328093,115.16689450201777,159.2832013384732,50.56370389610529,73.24001522798375,71.40740173773544,129.38364874301067,71.98160790976422,0.0,71.87584422485757,71.84254119872848,306.27552382767715,191.2241605525805,70.15210494133433,71.1445217750998,68.64074287239033,68.64074287239033
9/8,18.71223031977708,18.71087920861897,23.819892269157673,18.71223031977708,63.19952163891531,96.7674041621568,99.72744672757608,25.12976932804655,23.97073776295571,72.7396298522928,13.781546657620135,71.87584422485757,0.0,18.041858689039085,244.2806965025496,128.197469622676,25.42217694766456,15.723565185614781,18.72146844128829,18.72146844128829
12/8,18.973703499189217,19.060476964587757,21.51842978442242,18.973703499189217,64.63988519720724,96.20724587232432,101.06602503353285,17.384010904699835,19.65724461729065,73.33173786365381,9.848711697143274,71.84254119872848,18.041858689039085,0.0,245.03126572806198,129.2237750171512,25.001530067487213,10.620486506175398,19.049624798505842,19.049624798505842
pm18,245.5605896859581,245.57471500666253,237.1322941098855,245.5605896859581,201.01901315792963,167.81710955271097,333.68627409894117,243.4739585178403,245.0169630264769,181.04261417372132,243.5736014616877,306.27552382767715,244.2806965025496,245.03126572806198,0.0,119.87553548571157,244.96818480018857,243.26559146112658,245.58045487893412,245.58045487893412
pm14,129.8338526635875,129.85090897163386,121.64986512361479,129.8338526635875,92.91740184970347,71.35823006965666,217.8848587354377,127.54415582322517,129.3244238351238,68.95441319010968,127.11292736388668,191.2241605525805,128.197469622676,129.2237750171512,119.87553548571157,0.0,130.7035491965936,127.22480582726992,129.8700452223264,129.8700452223264
pm10,19.70644226936862,19.688023916895983,32.50029463296947,19.70644226936862,64.37671812241096,98.41108045712828,100.62123700415826,30.089447849973215,24.908703127599704,70.0105569458125,23.798733263906684,70.15210494133433,25.42217694766456,25.001530067487213,244.96818480018857,130.7035491965936,0.0,23.592604569938164,19.683490606496733,19.683490606496733
pm12,16.589661368415243,16.69390255421013,16.949559310352193,16.589661368415243,62.43108456975038,94.84167866343871,101.41844158035813,13.136584843896314,17.744975132146173,71.09453373116379,5.8070384362021255,71.1445217750998,15.723565185614781,10.620486506175398,243.26559146112658,127.22480582726992,23.592604569938164,0.0,16.688555934928594,16.688555934928594
pm8,0.5984002533353978,0.42247283489375725,28.523596276963243,0.5984002533353978,66.56973461566977,96.89999088107824,99.02146244570683,23.22380211919291,17.274858561808653,70.26494426391287,16.443057672920688,68.64074287239033,18.72146844128829,19.049624798505842,245.58045487893412,129.8700452223264,19.683490606496733,16.688555934928594,0.0,0.0
