,bc3,bc8,bc2,bc4,bc6,bc12,2/2,6/4,6/8,2/4,5/4,5/8,9/4,9/8,4/4,3/4,12/4,12/8,7/4,7/8
bc3,0.0,16.738726381615233,16.738726381615233,16.738726381615233,20.42035224833365,20.48020777421953,22.119667093676142,22.20525228487399,22.21734997911581,22.317309544352703,22.671172674632285,22.782584547499148,22.813687855080705,22.82241808224548,23.27697099107639,23.473424681025353,23.807760755207912,23.81133150669927,24.539703943176374,24.55207861535666
bc8,16.738726381615233,0.0,0.0,0.0,18.63718150838853,16.688555934928594,17.123362155032957,16.19716226031538,16.195369411495964,17.120437965037727,16.881116206100554,16.864219397332974,17.07614878442352,17.072239322332894,17.83270770573841,18.441503713272436,17.809039359189892,17.80883910546684,19.639320663359058,19.574818470918142
bc2,16.738726381615233,0.0,0.0,0.0,18.63718150838853,16.688555934928594,17.123362155032957,16.19716226031538,16.195369411495964,17.120437965037727,16.881116206100554,16.864219397332974,17.07614878442352,17.072239322332894,17.83270770573841,18.441503713272436,17.809039359189892,17.80883910546684,19.639320663359058,19.574818470918142
bc4,16.738726381615233,0.0,0.0,0.0,18.63718150838853,16.688555934928594,17.123362155032957,16.19716226031538,16.195369411495964,17.120437965037727,16.881116206100554,16.864219397332974,17.07614878442352,17.072239322332894,17.83270770573841,18.441503713272436,17.809039359189892,17.80883910546684,19.639320663359058,19.574818470918142
bc6,20.42035224833365,18.63718150838853,18.63718150838853,18.63718150838853,0.0,14.4253452291444,20.89788595635358,21.694504179682507,21.652624268643613,20.89021265567216,22.50966766251088,22.667047751495293,22.36580399963445,22.323228370738132,22.646883711821058,22.057428857055882,23.994587220168903,23.98262061439724,23.875226304900902,23.73729777948262
bc12,20.48020777421953,16.688555934928594,16.688555934928594,16.688555934928594,14.4253452291444,0.0,17.264174578147514,18.584736198690763,18.58334321193376,17.256390552873274,19.560502042850658,19.512739497327257,19.155104687511,19.152938618528136,19.477864685334172,18.976483274721954,21.7767849927804,21.776635123760855,20.54766342497029,20.480863226664408
2/2,22.119667093676142,17.123362155032957,17.123362155032957,17.123362155032957,20.89788595635358,17.264174578147514,0.0,6.403063821310861,6.419258952444759,0.9816719338482303,13.963206745795393,13.974978003832206,16.095115735745466,16.09718840529633,12.262429079719205,16.754782826944428,15.79293725866541,15.794776561009764,16.52334500958803,16.424598790861626
6/4,22.20525228487399,16.19716226031538,16.19716226031538,16.19716226031538,21.694504179682507,18.584736198690763,6.403063821310861,0.0,0.17943368156025197,6.37917566937267,14.322829817394481,14.283062507618181,14.892948876552977,14.892395850511972,11.282811674395193,16.07069673664522,14.115769675035166,14.116202942456754,16.596165755682783,16.5195260249062
6/8,22.21734997911581,16.195369411495964,16.195369411495964,16.195369411495964,21.652624268643613,18.58334321193376,6.419258952444759,0.17943368156025197,0.0,6.395661325812598,14.325733683390066,14.2818757524909,14.892934539049765,14.89091630905358,11.28344039508639,16.067330323462215,14.114822531879518,14.11464520299275,16.59726391809414,16.518507312878985
2/4,22.317309544352703,17.120437965037727,17.120437965037727,17.120437965037727,20.89021265567216,17.256390552873274,0.9816719338482303,6.37917566937267,6.395661325812598,0.0,13.957798367904088,13.968639800234874,16.13632104891534,16.138462993094404,12.245661643465748,16.78539969070689,15.782122759050464,15.783967050026083,16.455206817581992,16.36306345389738
