,4/4,12/8,12/4,2/4,2/2,6/8,7/8,5/8,7/4,5/4,6/4,3/4,9/8,9/4
4/4,0.0,0.6389069767804659,0.7008191036502152,1.4391207608714438,1.5053933377983226,1.8362830196836826,1.8675674202835844,1.8698820567618504,1.8874821357783789,1.8894615156908252,1.9043676486124754,1.9400622495499895,2.1898337409543522,2.22672636034257
12/8,0.6389069767804659,0.0,0.14228553771727204,1.3954610960104632,1.4240770226395114,1.3840898833098982,1.8323325406960953,1.8344233449862666,1.8128754645913847,1.8147095446997525,1.4626241253415206,1.8584854623428386,1.7867521571984877,1.8258365945167263
12/4,0.7008191036502152,0.14228553771727204,0.0,1.3212670724189552,1.339533782027483,1.2884688717178001,1.7869738809221474,1.7890006073456262,1.7422420368806026,1.744063812679016,1.3549580202668987,1.7867851795630358,1.6979774251729558,1.7259297301710825
2/4,1.4391207608714438,1.3954610960104632,1.3212670724189552,0.0,0.15844720369933335,1.079445522332096,0.9552730388612038,0.9876091803044088,0.7943838320416364,0.8289172350122375,1.099481639804267,0.7851477758628974,1.287080354261953,1.2916554019967357
2/2,1.5053933377983226,1.4240770226395114,1.339533782027483,0.15844720369933335,0.0,1.0118922134279316,0.9962732512321678,1.0255077244438382,0.7937740245043746,0.8263738498055486,1.0148509859322143,0.7817198372769737,1.2193395416203483,1.2090259801707084
6/8,1.8362830196836826,1.3840898833098982,1.2884688717178001,1.079445522332096,1.0118922134279316,0.0,1.4685366620095908,1.4848781429353266,1.3002813732968839,1.3167097073577663,0.18135255374755346,1.2872585565934311,0.6352283019294499,0.640543653945031
7/8,1.8675674202835844,1.8323325406960953,1.7869738809221474,0.9552730388612038,0.9962732512321678,1.4685366620095908,0.0,1.2580760338572454,0.43830894434886936,1.2627344374709848,1.5136248336904237,1.0534046921856668,1.5281930980729352,1.5694078757654704
5/8,1.8698820567618504,1.8344233449862666,1.7890006073456262,0.9876091803044088,1.0255077244438382,1.4848781429353266,1.2580760338572454,0.0,1.2627148896448674,0.4375706022570788,1.5283393048085658,1.036425683248763,1.5193086986034823,1.5613240904579364
7/4,1.8874821357783789,1.8128754645913847,1.7422420368806026,0.7943838320416364,0.7937740245043746,1.3002813732968839,0.43830894434886936,1.2627148896448674,0.0,1.1170257789784006,1.3072110072525434,0.9010965486695457,1.3594983578925481,1.3628357694233568
5/4,1.8894615156908252,1.8147095446997525,1.744063812679016,0.8289172350122375,0.8263738498055486,1.3167097073577663,1.2627344374709848,0.4375706022570788,1.1170257789784006,0.0,1.3224194612052316,0.8835918590136324,1.3507320383463748,1.3547024843901374
6/4,1.9043676486124754,1.4626241253415206,1.3549580202668987,1.099481639804267,1.0148509859322143,0.18135255374755346,1.5136248336904237,1.5283393048085658,1.3072110072525434,1.3224194612052316,0.0,1.2930859423189416,0.6386823016839822,0.5906356489378884
3/4,1.9400622495499895,1.8584854623428386,1.7867851795630358,0.7851477758628974,0.7817198372769737,1.2872585565934311,1.0534046921856668,1.036425683248763,0.9010965486695457,0.8835918590136324,1.2930859423189416,0.0,1.0996133551087752,1.1216629584860036
9/8,2.1898337409543522,1.7867521571984877,1.6979774251729558,1.287080354261953,1.2193395416203483,0.6352283019294499,1.5281930980729352,1.5193086986034823,1.3594983578925481,1.3507320383463748,0.6386823016839822,1.0996133551087752,0.0,0.18715707778275387
9/4,2.22672636034257,1.8258365945167263,1.7259297301710825,1.2916554019967357,1.2090259801707084,0.640543653945031,1.5694078757654704,1.5613240904579364,1.3628357694233568,1.3547024843901374,0.5906356489378884,1.1216629584860036,0.18715707778275387,0.0
